row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,
491,326.21737681586313,2.8127556,,,,,,,,,,,48.418224,2690.0786,5434.798,0,3005.7659,0,10120.357,0,0,1786.6803,0,
492,341.17107368581316,2.8152251,,,,,,,,,,,0,0,0,0,0,0,9882.893,0,0,0,0,
493,373.22274433434467,2.8121843,,,,,,,,,,,0,0,0,42.887585,67531.8,0,0,0,0,2767.3882,0,
494,429.1890200247504,2.8126552,,,,,,,,,,,0,0,0,0,19812.428,0,0,0,0,605.4209,0,
495,280.1389741860409,2.8145585,,,,,,,,,,,18.878439,1288.8911,0,0,263.9538,10619.441,0,10318.019,0,0,0,
496,379.19669741340397,2.8252099,,,,,,,,,,,0,0,0,0,0,0,0,0,64.76606,0,10722.292,
497,561.1943852836159,2.8267522,,,,,,,,,,,0,20997.494,360.05994,265.10703,20130.434,1834.9219,3508.227,0,118.289566,163.45047,152.618,
498,617.1480050610296,2.824871,,,,,,,,,,,0,0,0,12077.256,0,0,0,0,0,0,1105.8751,
499,436.2911454438939,2.8253973,,,,,,,,,,,0,23603.814,34185.156,0,122477.24,4340.65,0,0,0,0,0,
500,459.1973294663763,2.8266292,,,,,,,,,,,0,0,0,0,0,0,42747.97,0,0,0,0,
501,507.23413373665784,2.8289998,,,,,,,,,,,0,0,0,1961.2046,48.00409,0,0,0,14861.449,0,635.7408,
502,456.1503513507953,2.8330235,,,,,,,,,,,0,0,0,1819.8479,0,0,0,0,16227.405,0,0,
503,477.07929882655606,2.8330235,,,,,,,,,,,0,0,0,873.30853,0,0,0,0,8347.0,0,0,
504,393.1163494425018,2.8318934,,,,,,,,,,,0,0,50.80049,0,5959.0264,0,0,0,0,0,0,
505,612.2288509281138,2.8322194,,,,,,,,,,,0,0,0,0,0,64934.453,0,0,0,91.19743,0,
506,617.184372284373,2.834314,,,,,,,,,,,0,0,0,0,0,8318.866,0,0,0,0,0,
507,561.3879262339874,2.836216,,,,,,,,,,,0,0,0,0,0,0,0,85413.75,0,0,0,
508,730.2888589311598,2.8342333,,,,,,,,,,,0,0,960.371,26.384083,0,154.21368,0,48796.297,1983.3115,0,2035.8582,
509,413.2144018302215,2.8382409,,,,,,,,,,,0,0,604.57587,0,91834.11,110888.086,0,0,982.85516,0,150.13336,
510,586.2858228223002,2.839899,,,,33,,,,,,,0,0,0,47754.5,0,16132.296,0,28400.943,119411.22,30795.566,30779.516,
511,439.12385934286823,2.8434632,,,,2,,,,,,,0,510073.47,2075.6753,6178.877,0,2238.1099,0,0,97335.266,809706.1,417.22784,
512,455.13817251272025,2.8434243,,,,,,,,,,,0,0,0,0,0,0,0,0,672.1185,13437.654,0,
513,899.2246388146826,2.8399792,,,,,,,,,,,0,0,0,32.36519,0,0,0,0,0,20832.756,0,
514,280.19006601801743,2.8481638,,,,,,,,,,,0,0,0,0,0,0,0,4872551.0,0,0,0,
515,281.1933695434583,2.8481638,,,,,,,,,,,0,0,0,0,0,0,0,857832.5,0,0,0,
516,460.28898028043545,2.8481638,,,,,,,,,,,0,0,0,0,0,0,0,24798.844,0,0,0,
517,559.3725571560655,2.8481638,,,,,,,,,,,0,0,0,0,0,0,0,29900.027,0,0,0,
518,454.13581332749015,2.8485022,,,,2,,,,,,,0,35778.92,344.70422,0,0,0,0,0,0,63340.457,22.583504,
519,488.2338767828623,2.8486078,,,,,,,,,,,0,0,26783.602,0,0,0,0,0,0,0,0,
520,516.2652535746037,2.8486078,,,,,,,,,,,0,0,24988.744,0,0,0,0,0,0,0,0,
521,702.2964275499106,2.8500702,,,,,,,,,,,0,58264.45,0,24271.148,0,16826.715,547.22406,28751.338,30640.229,0,28926.826,
522,401.1443936143032,2.851283,,,,46,25,[M+H]+,,2,523;524,400.13738,0,0,0,0,14557.76,0,22533.652,0,0,0,0,
523,418.1712059099291,2.8503532,,,,46,25,[M+NH4]+,,3,522;524;523,400.13738,0,0,0,0,37177.47,0,56245.406,0,0,0,347.52133,
524,423.12686809335725,2.8517046,,,,46,25,[M+Na]+,,3,522;523;524,400.13738,0,0,0,0,49625.473,0,85533.88,0,0,0,261.5437,
525,446.2025088800432,2.851283,,,,46,,,,,,,0,0,0,0,35898.066,0,53763.137,0,0,0,0,
526,707.2530202455633,2.8532786,,,,,,,,,,,0,9638.428,3965.975,9130.725,0,5753.291,232.25294,0,0,654.32434,11464.049,
527,485.1272958205391,2.8517046,,,,,,,,,,,0,0,0,0,378.89618,0,512.78394,0,0,0,6106.5366,
528,192.065467147757,2.8600438,,,,,,,,,,,0,0,0,0,7316.972,0,0,380.83386,0,0,858.9016,
529,572.2329774690261,2.8578372,,,,,,,,,,,0,0,0,0,0,88.9202,0,15429.819,1421.2771,207.65118,0,
530,231.12277877692608,2.861506,,,,,,,,,,,12.153183,5259.6504,0,0,31733.857,1116.1835,3152.6228,34484.734,0,0,43992.242,
531,579.18397268963,2.8627567,,,,33,26,[M+K]+,,2,531;533,540.22061,0,0,0,14846.805,0,0,0,0,25092.656,0,0,
532,523.2174631128626,2.8693893,,,,,,,,,,,0,28933.03,0,11606.321,0,0,0,14576.418,30162.0,2420.5813,0,
533,563.2096254990678,2.8714447,,,,33,26,[M+Na]+,,2,531;533,540.22061,0,0,0,117374.71,3588.6511,0,0,45508.875,177820.02,16155.199,138798.33,
534,430.13426799136914,2.8748398,,,,,,,,,,,0,0,0,0,111.12067,0,6774.547,0,379.4099,0,0,
535,356.191476001932,2.8737392,,,,,,,,,,,21.79917,2958.9517,0,0,0,11202.555,3279.4268,0,0,0,2338.7603,
536,263.08952042974465,2.8759243,,,,,,,,,,,0,149.34984,0,0,5716.937,0,7754.1055,0,0,0,791.65674,
537,170.1175154031841,2.877848,,,,,,,,,,,3133.654,7766.982,14267.751,13687.756,3374.7437,2515.6265,0,6173.3975,0,27054.174,6581.6816,
538,188.1281193858088,2.878136,,,,,,,,,,,1846.7823,0,15888.2,8703.125,2665.4434,0,0,3478.4785,0,19753.951,3893.4844,
539,788.2446869926683,2.8767784,,,,,,,,,,,0,1906.4622,18324.33,0,1319.072,4110.98,0,0,0,242.7645,11924.71,
540,241.10670811334472,2.8794305,,,,,,,,,,,9.921915,0,0,0,5122.5884,0,0,0,0,684.0809,1074.6346,
541,286.1648884227542,2.8772576,,,,,,,,,,,0,0,110.88321,79.955284,6426.0166,0,0,0,0,1175.1646,466.15762,
542,233.185827853556,2.8794556,,,,,,,,,,,1716.2949,0,14387.285,18482.475,3994.6455,0,0,3075.2847,0,28629.076,4727.3125,
543,296.18470042290915,2.880797,,,,,,,,,,,0,0,0,0,0,0,0,2450201.5,0,0,0,
544,297.1878907824929,2.880797,,,,,,,,,,,0,0,0,0,0,0,0,432743.72,0,0,0,
545,318.1663211975288,2.880797,,,,,,,,,,,0,0,0,0,0,0,0,38513.336,0,0,0,
546,554.3173692814846,2.8829846,,,,,,,,,,,0,0,0,0,27123.943,0,0,0,16873.803,0,0,
547,305.1608621033954,2.8834424,,,,,,,,,,,0,0,0,0,0,0,0,0,25346.742,0,0,
548,609.1451299060859,2.8862762,,,,,,,,,,,0,0,0,6473.0225,0,0,0,0,130991.63,0,2641.5674,
549,222.11255130174627,2.8845358,,,,,,,,,,,73.95438,0,2399.7861,0,134.90387,0,6398.908,0,293.20117,58.580986,0,
550,625.1388966004886,2.8855193,,,,,,,,,,,0,0,10392.38,430.4837,0,0,0,52824.52,0,0,55491.656,
551,356.13355256010914,2.8884091,,,,40,,,,,,,0,0,0,77915.19,51.29147,0,0,26894.738,159384.56,0,46.99589,
552,361.1471605065282,2.8862479,,,,,,,,,,,0,0,19799.748,0,2087.5156,3496.3784,0,0,0,0,0,
553,147.0439827294652,2.891422,,,,40,,,,,,,8.570045,0,0,371736.78,766.2262,0,2862.441,128531.37,727379.3,0,0,
554,361.08915143057936,2.8944302,,,,,,,,,,,0,0,0,0,166.62062,0,656.80927,24814.672,84757.734,0,0,
555,699.1882208195007,2.8930259,,,,,,,,,,,0,0,0,0,0,0,0,1416.595,55881.766,0,0,
556,345.18977068770573,2.8987277,,,,,,,,,,,0,0,0,192.0175,24.677128,0,0,13014.273,39805.17,0,434.93237,
557,384.16546528807976,2.8991315,,,,,,,,,,,0,11479.361,3154.6626,0,144.01576,2283.1504,545.5171,13842.861,0,19754.02,36.34227,
558,455.13165400720067,2.9009519,,,,71,27,[M+K]+,,2,572;558,416.16849,0,0,0,34088.867,0,0,20585.822,0,0,16733.37,245.8635,
559,249.1096046312141,2.9034162,,,,,,,,,,,0,0,0,0,804.9375,0,20506.395,238.14536,0,2030.508,12274.495,
560,444.18673357614745,2.9026604,,,,,,,,,,,0,0,262.4125,0,18232.916,0,0,0,0,0,2849.9158,
561,559.2726757560988,2.9041078,,,,,,,,,,,0,0,0,0,9344.637,0,0,0,0,0,0,
562,188.16464516327042,2.9045198,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11444.476,
563,595.1663505880298,2.9073822,,,,,,,,,,,0,0,0,6124.376,0,0,0,0,11571.072,0,26914.156,
564,422.2021149825225,2.9096708,,,,,,,,,,,0,2227.5964,528.4033,0,0,2251.5107,0,27701.494,0,746.3999,10664.988,
565,586.2488478521217,2.90779,,,,,,,,,,,0,0,12021.945,0,9152.771,13527.195,3887.1826,0,0,5059.9663,1889.5542,
566,630.2972892887824,2.9079165,,,,,,,,,,,0,5072.414,0,26314.5,0,16353.225,0,0,2412.8228,0,0,
567,391.23303107208335,2.908952,,,,,,,,,,,0,16912.916,0,0,11590.995,0,0,0,0,0,538.7199,
568,543.2419106279261,2.9086628,,,,,,,,,,,0,1109.788,0,11514.21,521.0024,71.49975,0,143838.75,0,0,778.4776,
569,760.3018425147443,2.9146893,,,,,,,,,,,0,0,0,0,69.68497,0,12504.992,6045.5103,0,0,2864.8477,
570,765.2575085771532,2.9135265,,,,,,,,,,,0,0,433.59,0,50.790516,0,8239.804,2199.753,0,607.32495,3322.6396,
571,789.1864302557301,2.9197712,,,,,,,,,,,0,0,0,72898.914,0,0,0,17152.4,0,0,80809.98,
572,439.1577118126806,2.9212208,,,,71,27,[M+Na]+,,2,572;558,416.16849,0,0,0,97353.664,0,0,62103.03,0,0,34842.41,24199.303,
573,435.1287311300281,2.9205651,,,,,,,,,,,0,0,30413.92,0,0,486.4203,0,0,0,249.56519,81.56894,
574,384.22300069746456,2.9273317,,,,,,,,,,,0,0,17029.426,0,8533.904,0,0,0,0,0,83.96461,
575,433.2086511556081,2.924282,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5547.543,
576,133.10132918909923,2.9240675,,,,,,,,,,,10.572527,0,2379.0835,0,3042.359,4499.909,1552.428,59291.637,0,914.03546,554.1234,
577,503.24829283233953,2.9233823,,,,,,,,,,,0,0,99.20433,0,0,0,0,110742.48,0,0,0,
578,521.2597068052247,2.9243884,,,,,,,,,,,0,0,0,0,0,0,0,40723.555,0,0,0,
579,566.3159862825516,2.9247584,,,,,,,,,,,0,0,0,0,48.401554,0,0,37648.29,0,0,0,
580,314.1767121074321,2.9291508,,,,,,,,,,,6.7331376,0,0,0,0,0,0,0,6550445.5,0,0,
581,434.20279613044534,2.9304624,,,,29,,,,,,,9.867378,0,260408.08,267542.47,0,403745.8,186245.11,0,83688.77,181569.97,77768.78,
582,401.18094301730525,2.9340708,,,,,,,,,,,0,0,0,0,0,0,9979.617,0,0,0,86.36081,
583,419.1918276679513,2.9317908,,,,,,,,,,,0,0,0,0,0,170.59778,13424.066,0,0,0,0,
584,454.22947898790636,2.9317908,,,,,,,,,,,0,0,0,0,0,90.61623,20592.23,0,0,0,0,
585,459.1840082337401,2.93367,,,,,,,,,,,0,0,0,0,0,0,31253.607,0,0,0,0,
586,537.2085496831509,2.9356947,,,,,,,,,,,0,1947.9395,1659.0508,11255.035,830.4899,31976.828,2667.2827,75480.35,8262.888,0,5971.9224,
587,519.1980819974672,2.936303,,,,,,,,,,,0,455.01776,434.44135,0,213.03448,0,0,29768.71,0,572.40326,1253.0282,
588,258.17016278046617,2.9410262,,,,,,,,,,,44.857227,491.44373,0,0,0,867.0106,0,0,0,7964.527,1683.6945,
589,519.2452420200109,2.9471612,,,,,,,,,,,0,0,0,0,0,0,0,46219.3,0,0,0,
590,536.2714830087499,2.947061,,,,,,,,,,,0,0,0,0,0,0,0,1736993.9,0,0,287.31528,
591,541.2270996749365,2.9471612,,,,,,,,,,,0,0,0,0,0,0,0,62669.703,0,0,0,
592,475.1941767219018,2.9479976,,,,,,,,,,,0,1371.3643,5432.2056,9634.299,84.44577,1573.8306,812.90967,0,2292.5132,0,7005.087,
593,462.2337248030943,2.9497552,,,,29,,,,,,,0,0,75340.22,51831.305,0,61467.2,0,0,17714.73,0,18904.436,
594,476.3072705415079,2.9536712,,,,,,,,,,,8552.959,0,3850.6528,0,0,3797.684,3181.3975,0,5928.981,0,3537.615,
595,493.03896296244284,2.9524443,,,,,,,,,,,0,0,0,0,3386.879,0,0,0,5805.4453,10274.205,0,
596,623.1255963449205,2.95303,,,,,,,,,,,0,0,0,0,0,13418.488,0,0,0,0,0,
597,437.1420359553226,2.957397,,,,,,,,,,,0,0,0,0,11338.711,0,17243.322,0,0,0,0,
598,389.21734571989043,2.9576232,,,,,,,,,,,0,45721.484,6073.5625,17390.02,883.088,100975.05,7559.9106,9608.455,0,187.75143,33853.926,
599,489.08696092771106,2.9580903,,,,,,,,,,,0,0,0,0,198278.12,0,0,35777.39,0,0,0,
600,964.1786466041235,2.9580219,,,,,,,,,,,0,0,0,0,81204.836,0,0,0,0,0,0,
601,385.1864002824442,2.9570022,,,,,,,,,,,0,174.73936,67.16313,81.28772,0,0,0,92881.164,0,0,0,
602,1113.2718099672002,2.9638722,,,,,,,,,,,0,118902.96,0,10217.124,0,0,0,0,0,0,0,
603,619.1264652716256,2.9662054,,,,,,,,,,,0,0,0,15547.322,0,0,0,0,0,0,82.353195,
604,294.15519817567986,2.966285,,,,,,,,,,,0,0,0,0,0,0,0,507.88657,70221.53,376.81116,0,
605,477.1872851216988,2.965407,,,,84,,,,,,,0,10711.059,1348.2114,1539.8254,0,12400.177,1368.5505,727.6179,0,321.396,4150.394,
606,741.2241035101623,2.9668713,,,,,,,,,,,0,0,55681.29,0,0,0,0,0,56550.16,0,0,
607,593.2204885271933,2.965223,,,,,,,,,,,0,13333.811,2936.9297,8299.81,0,0,222.211,0,0,0,15408.424,
608,475.0882109088542,2.9666955,,,,,,,,,,,0,0,0,0,62903.152,0,0,0,2492.8665,0,0,
609,588.2661546437661,2.9682255,,,,84,,,,,,,0,23686.18,0,10914.908,0,16760.463,0,1282.9147,0,3311.7427,14777.736,
610,488.08331498255006,2.9714181,,,,22,,,,,,,0,0,47887.227,0,805691.0,0,113832.01,777408.06,625387.25,1058448.9,0,
611,278.102980725736,2.971136,,,,,,,,,,,0,0,0,0,12373.333,82.4343,117742.266,7060.086,228.05518,0,147.95721,
612,475.2518598571317,2.973684,,,,,,,,,,,0,0,0,0,0,13188.098,222.03012,0,0,0,36209.785,
613,771.2343842116067,2.9750988,,,,,,,,,,,0,0,11608.589,0,0,0,0,0,0,0,0,
614,933.2317173336633,2.974863,,,,,,,,,,,0,0,0,0,0,0,0,0,104967.78,0,59.67572,
615,443.29805974494985,2.977325,,,,,,,,,,,0,5411.9893,14956.95,5676.7686,21607.09,0,41181.695,0,5600.118,0,105037.85,
616,295.0453227281609,2.9792087,,,,22,,,,,,,0,120.732605,0,0,1383777.0,0,40592.785,914678.1,191834.95,883770.1,516.9225,
617,492.24506823201995,2.9803128,,,,,,,,,,,0,52946.547,0,100.86206,0,0,0,0,0,0,0,
618,547.215465480581,2.9805245,,,,,,,,,,,0,0,0,13423.058,0,0,0,0,0,0,0,
619,492.1144993062969,2.9811308,,,,22,,,,,,,0,0,18149.225,0,2802261.2,0,52011.906,1685318.1,314840.56,1724096.9,0,
620,135.0443717929792,2.9797003,,,,22,,,,,,,40.71139,0,0,1108.6427,91347.38,0,1589.8674,15662.863,0,65351.277,533.70337,
621,811.1699184611707,2.9855943,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23190.8,
622,163.0391392236541,2.9860296,,,,,,,,,,,0,0,9044.021,0,1621497.4,0,26331.984,242445.28,0,0,6009.0107,
623,164.0425151388924,2.985934,,,,,,,,,,,0,0,992.4906,0,152556.17,176.25134,2503.7295,22593.71,0,0,667.6032,
624,520.1442970868821,2.9860916,,,,,,,,,,,0,0,218.83978,0,118430.18,0,0,0,0,0,0,
625,966.1925887520044,2.9847665,,,,,,,,,,,0,0,0,0,329059.78,0,740.41644,0,0,0,0,
626,570.2915986534388,2.9874854,,,,,,,,,,,0,2186.9312,392.3975,0,0,335.30072,0,0,0,32690.781,1378.364,
627,144.10220448849424,2.987012,,,,,,,,,,,0,0,0,0,0,129.20221,0,1465579.5,0,0,0,
628,296.0488166163794,2.9869168,,,,,,,,,,,0,0,1186.3533,0,34936.258,0,0,129102.33,0,0,0,
629,296.2226384650686,2.9870806,,,,,,,,,,,0,0,0,0,0,0,0,1.9283106E7,0,0,151.68391,
630,297.226242339443,2.988567,,,,,,,,,,,0,0,0,0,0,0,0,3597599.2,0,0,0,
631,591.4390884009142,2.9990003,,,,,,,,,,,0,0,0,0,0,0,0,28337.656,0,0,0,
632,359.1705526864423,3.0021281,,,,,,,,,,,0,12772.273,19531.186,7204.6963,8763.146,33363.066,27850.19,9962.6,20939.623,8395.876,0,
633,408.2601255771239,3.0024085,,,,,,,,,,,0,77147.49,0,1574.171,0,0,0,0,0,0,0,
634,633.1437536969343,3.0062997,,,,65,28,[M+Na]+,,2,639;634,610.15449,10.302089,0,0,0,0,0,114759.875,0,26321.94,12915.912,0,
635,350.21798942252866,3.0043783,,,,,,,,,,,0,4282.625,0,4145.2188,0,0,14970.437,0,0,0,2366.2915,
636,412.21848655900413,3.0064006,,,,69,29,[M+NH4]+,,2,642;636,394.18408,0,0,11813.312,216391.12,13498.799,16864.422,0,30953.738,66788.336,59566.023,70570.31,
637,497.0700316134171,3.0073986,,,,,,,,,,,0,0,0,0,189006.6,0,0,99805.27,0,0,0,
638,543.2537910023216,3.0073433,,,,,,,,,,,0,0,0,0,0,15008.166,0,0,0,0,242.15213,
639,611.1617185963948,3.0087514,,,,65,28,[M+H]+,,2,639;634,610.15449,69.17017,0,1697986.1,0,18607.531,374677.75,2574988.8,457163.9,607720.75,511249.3,1212.5795,
640,219.10179508846835,3.0079718,,,,81,,,,,,,7.9027405,0,5935.8975,0,0,409754.53,1687.0275,42711.613,3472.8196,1029.135,5597.295,
641,284.22321321776997,3.0098982,,,,,,,,,,,0,0,0,0,0,0,0,634255.25,0,0,0,
642,417.172709521104,3.0149708,,,,69,29,[M+Na]+,,2,642;636,394.18408,0,176.74905,0,66813.44,0,0,0,0,0,0,25235.594,
643,440.24911297140494,3.0147953,,,,69,,,,,,,0,0,0,43625.938,211.19678,0,0,0,0,0,6459.4766,
644,366.21262828936096,3.01606,,,,,,,,,,,0,16307.726,0,0,1777.531,0,0,0,0,0,0,
645,371.168542528829,3.0161226,,,,,,,,,,,0,38910.566,0,3276.8179,456.58032,0,4999.833,0,0,0,0,
646,394.24442422126145,3.0169568,,,,,,,,,,,0,24282.127,0,2792.1736,5483.2773,0,2990.6274,1508.4537,0,0,0,
647,270.20740847614985,3.020294,,,,,,,,,,,0,0,0,0,0,0,0,21618.684,0,0,0,
648,919.2491386730812,3.024014,,,,,,,,,,,0,0,0,42.35298,0,0,0,0,74420.83,0,0,
649,518.2603255039517,3.028331,,,,,,,,,,,0,2193.2593,0,0,8790.011,0,9043.472,0,0,0,0,
650,416.1919951620322,3.0287976,,,,,,,,,,,0,11141.209,0,2646.4,595.3021,0,0,534.20374,0,0,2899.9753,
651,542.2573531869542,3.0301871,,,,,,,,,,,0,11244.352,148.06244,20484.842,0,0,0,0,18451.688,176025.53,0,
652,189.12758076623786,3.0297527,,,,,,,,,,,0,0,0,0,5007.1074,5392.3604,28448.873,0,0,0,0,
653,490.2293289171718,3.0300705,,,,,,,,,,,0,0,476.09244,0,6322.201,0,30225.938,0,0,0,0,
654,495.18538249441525,3.030346,,,,,,,,,,,0,3475.9631,81.328445,0,0,0,16529.785,0,0,0,0,
655,321.0971170952138,3.0311112,,,,,,,,,,,0,0,8030.554,0,0,515.3429,0,0,54588.59,0,7535.5977,
656,302.15995098095397,3.029709,,,,,,,,,,,22.020355,1713.9304,0,0,0,74096.414,24606.396,917.74475,0,0,3500.227,
657,330.1914829796946,3.0324886,,,,,,,,,,,0,0,2890.8562,0,0,15888.889,5062.659,0,0,268.51212,994.9915,
658,615.2261397106564,3.042728,,,,16,32,[M+Na]+,,2,658;662,592.23701,0,13178.316,0,8699.908,0,13451.748,0,0,1654.5479,0,0,
659,295.21090409878985,3.0411668,,,,,,,,,,,0,0,0,0,0,0,0,422590.97,0,0,0,
660,310.2021554645052,3.0411668,,,,,,,,,,,0,0,0,0,0,0,0,2403568.5,0,0,0,
661,312.2073519909096,3.0411668,,,,,,,,,,,0,0,0,0,0,0,0,27748.217,0,0,0,
662,610.270917367661,3.0455759,,,,16,32,[M+NH4]+,,2,658;662,592.23701,0,71779.88,0,51175.516,0,133539.8,0,0,14785.889,0,0,
663,181.1224448467595,3.0482259,,,,,,,,,,,155.12689,77764.56,84887.85,56270.438,751363.7,70905.85,84518.266,292926.97,0,259897.67,128695.61,
664,125.05995779392791,3.0480425,,,,,,,,,,,33.251804,405.07916,0,236.86354,8720.56,0,551.3461,977.27203,0,1841.9141,949.33264,
665,465.1381329139559,3.0503378,,,,,,,,,,,0,517.3495,20247.547,0,0,0,0,0,0,0,0,
666,550.2878526733458,3.0520937,,,,,,,,,,,0,0,0,0,0,0,0,49547.44,0,0,0,
667,333.1666245006843,3.0545757,,,,,,,,,,,0,0,1131.982,161690.3,0,150.18588,0,0,0,0,0,
668,313.06962093179703,3.05594,,,,,,,,,,,0,0,9780.058,0,0,0,0,0,0,0,0,
669,436.12127858235726,3.05594,,,,,,,,,,,0,0,11307.394,0,0,0,0,0,0,0,0,
670,455.0945538838127,3.0559566,,,,,,,,,,,0,0,59382.38,0,0,0,598.90283,0,0,0,411.68707,
671,433.1130745826867,3.0562575,,,,,,,,,,,78.88735,0,2010541.8,163.08853,40490.15,238.29741,0,0,0,13364.258,3714.8013,
672,364.19760695172135,3.0609481,,,,,,,,,,,0,0,0,0,0,0,41185.96,0,0,0,38449.76,
673,273.0759319217468,3.0634022,,,,,,,,,,,0,46.14595,0,0,0,348.11127,0,364.89487,8785.523,0,0,
674,378.2488886227802,3.063653,,,,,,,,,,,0,1145.582,6720.1094,2737.9412,12786.853,3339.9229,78406.77,1881.1538,0,5508.043,811.4421,
675,1097.2786802527319,3.0715668,,,,,,,,,,,0,63726.156,0,14654.629,0,0,0,0,0,0,91.033066,
676,425.10887967051247,3.0739262,,,,,,,,,,,0,0,0,0,0,0,83568.805,85632.6,0,0,0,
677,566.2449613162041,3.0734859,,,,,,,,,,,0,5763.8696,141472.19,4031.2092,574.98285,7412.45,170.30914,37316.418,15094.324,0,434.9536,
678,470.16679994482837,3.0734773,,,,,,,,,,,0,108.68727,0,87.6891,0,0,14927.649,9445.393,0,641.6724,0,
679,520.3333711605663,3.0740802,,,,,,,,,,,5630.3413,2982.4275,3708.923,2772.0664,2902.8457,2546.5522,2977.9917,2766.4644,0,0,0,
680,448.21801722940677,3.0751617,,,,,,,,,,,9.954636,363.16092,5482.0103,303.69366,0,290537.88,2774.875,0,738.4977,0,1417.3617,
681,476.24951071687207,3.0763257,,,,,,,,,,,0,0,1622.781,0,0,26398.656,505.71887,0,0,0,0,
682,594.2757909266118,3.0748239,,,,,,,,,,,0,0,24872.945,282.87048,140.60078,329.1401,0,0,0,0,0,
683,501.06461896858775,3.0792408,,,,,,,,,,,0,26.155878,0,5894.947,71258.44,0,68152.04,125606.67,0,146657.56,3489.7173,
684,312.1086864084155,3.080321,,,,,,,,,,,0,36.997185,0,101.92204,0,0,0,0,0,0,26827.309,
685,404.22820071590746,3.0805545,,,,,,,,,,,0,5415.625,1008.03534,2737.209,414.5538,0,0,0,0,0,21633.578,
686,479.08290738461466,3.0814922,,,,,,,,,,,0,175.73756,761280.56,32644.016,1631320.0,0,1303447.4,4776791.5,2421450.5,6058481.0,73428.98,
687,301.0346401417008,3.0839212,,,,42,,,,,,,0,0,88621.125,0,0,88390.48,133518.45,38957.492,154502.78,130638.24,5257.5117,
688,303.0499098844311,3.083388,,,,78,,,,,,,0,0,174523.17,0,102708.766,334694.72,334749.28,421337.34,0,442657.4,3214.2383,
689,477.06761232087615,3.0845008,,,,,,,,,,,0,0,0,0,0,0,18992.98,0,18849.975,13043.443,576.91986,
690,494.093423985273,3.0865977,,,,42,,,,,,,0,0,0,0,0,0,134556.2,160780.73,235860.17,200349.19,8070.095,
691,524.1406577409244,3.0872014,,,,,,,,,,,0,0,0,0,21217.918,0,0,0,0,88150.96,258.77487,
692,446.16702999408136,3.0947258,,,,,,,,,,,0,0,0,0,3876.7358,0,0,0,0,10253.074,133.28682,
693,487.08510195173216,3.0970418,,,,78,34,[M+Na]+,,2,697;693,464.09612,0,0,23535.248,12445.78,0,258000.62,81132.37,48352.49,0,32639.115,0,
694,280.1758527547164,3.0969317,,,,,,,,,,,22.304108,324.64447,0,6943.667,0,0,0,0,474.83066,0,0,
695,473.20124430085195,3.1001322,,,,,,,,,,,0,15966.552,0,0,0,0,0,51070.824,0,0,0,
696,285.13119988061055,3.1047013,,,,,,,,,,,13.829624,419.97784,0,10639.226,0,1660.3788,0,0,0,0,8855.575,
697,465.1036247800097,3.1021857,,,,78,34,[M+H]+,,1,693,464.09612,0,7907.0293,173045.5,8907.357,291777.84,2210771.2,859546.5,1381728.6,115953.45,1232462.0,182477.64,
698,471.22051471637116,3.1047115,,,,,,,,,,,0,854.9484,0,0,0,11990.304,0,0,0,0,0,
699,324.18925426115277,3.1063352,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9734.169,
700,510.161422871807,3.1075315,,,,,,,,,,,0,0,1356.7773,71.15986,1128.5796,0,8530.013,5144.995,0,0,495.6131,
701,491.10158267012355,3.113917,,,,,,,,,,,0,0,576.2625,34.12143,83758.05,0,0,0,0,25497.785,0,
702,369.15226589943677,3.1180675,,,,,,,,,,,0,4570.2627,4379.287,1331.6326,0,0,2563.2153,0,4297.2603,0,55034.47,
703,518.1298339716014,3.1176665,,,,30,,,,,,,0,0,60.360622,0,162933.88,0,0,56686.336,0,0,0,
704,370.2437030239659,3.1203446,,,,,,,,,,,11.138746,0,4173.9937,4762.6714,0,3832.2341,0,2939.602,1597.8342,2863.2114,0,
705,759.1767460890374,3.1179278,,,,,,,,,,,0,0,0,22742.26,0,0,0,0,0,0,0,
706,781.158630768346,3.1179278,,,,,,,,,,,0,0,0,8398.214,0,0,0,0,0,0,0,
707,490.0978461388973,3.1188626,,,,30,,,,,,,0,16.507256,2628.4756,0,357814.28,129.9059,7275.4746,278101.72,0,355736.03,0,
